id,price
0,6489.736666666667
1,1735.9916666666666
2,14146.765
3,6203.2733333333335
4,1885.31
5,2878.8416666666667
6,2189.0916666666667
7,1929.2
8,4772.415
9,11074.116666666667
10,4501.781666666667
11,694.9183333333333
12,1475.415
13,5051.25
14,1318.67
15,5253.705
16,2525.975
17,6912.473333333333
18,1297.5483333333334
19,4835.615
20,807.7433333333333
21,7431.183333333333
22,791.565
23,6595.861666666667
24,7373.488333333334
25,6125.266666666666
26,6464.141666666666
27,1264.4566666666667
28,2447.8433333333332
29,12962.888333333334
30,1064.72
31,6012.923333333333
32,7921.168333333333
33,6494.985
34,1672.84
35,1987.9783333333332
36,757.3283333333334
37,2644.96
38,14910.618333333334
39,609.68
40,811.04
41,6246.113333333334
42,2484.1866666666665
43,6521.518333333333
44,2793.1883333333335
45,1455.025
46,5194.703333333333
47,6294.661666666667
48,4070.778333333333
49,1830.8083333333334
50,607.2433333333333
51,784.775
52,805.1966666666667
53,2865.905
54,6202.781666666667
55,811.7816666666666
56,4769.701666666667
57,2613.925
58,1874.955
59,793.0016666666667
60,7357.263333333333
61,7046.575
62,1931.625
63,3813.61
64,3934.2566666666667
65,7616.545
66,2520.1583333333333
67,3524.1716666666666
68,878.625
69,825.8816666666667
70,3623.04
71,4789.86
72,2114.7083333333335
73,6637.626666666667
74,2909.63
75,15463.903333333334
76,15593.875
77,13446.266666666666
78,821.2033333333334
79,8648.391666666666
80,3603.6666666666665
81,6222.546666666667
82,6359.6483333333335
83,5655.238333333334
84,7980.541666666667
85,9332.543333333333
86,1940.3666666666666
87,10447.955
88,895.9783333333334
89,1651.185
90,14167.586666666666
91,5525.996666666667
92,1872.545
93,882.235
94,2670.3483333333334
95,899.125
96,883.7966666666666
97,3541.345
98,923.4816666666667
99,9727.695
100,836.3483333333334
101,2358.108333333333
102,3976.2816666666668
103,958.6816666666666
104,6638.0633333333335
105,745.655
106,10406.518333333333
107,833.9283333333333
108,727.1716666666666
109,4065.135
110,4727.1483333333335
111,4822.475
112,1021.605
113,1397.9883333333332
114,3296.1633333333334
115,4093.245
116,10796.403333333334
117,1282.49
118,1101.5133333333333
119,1032.51
120,734.6366666666667
121,6157.568333333334
122,766.3
123,4008.2266666666665
124,8106.043333333333
125,1151.07
126,1544.3016666666667
127,2542.1783333333333
128,1506.1533333333334
129,4249.218333333333
130,2350.725
131,2651.8733333333334
132,837.2633333333333
133,753.25
134,820.265
135,2666.1066666666666
136,640.5783333333334
137,2764.0466666666666
138,7081.946666666667
139,3110.9483333333333
140,689.9783333333334
141,10071.023333333333
142,1532.7633333333333
143,14483.181666666667
144,6616.413333333333
145,831.23
146,1762.33
147,13753.35
148,7630.605
149,5241.38
150,4679.583333333333
151,6341.71
152,843.7533333333333
153,2776.8766666666666
154,4765.981666666667
155,4852.711666666667
156,7577.358333333334
157,12495.208333333334
158,1705.09
159,11809.783333333333
160,2814.905
161,5208.333333333333
162,666.16
163,4962.808333333333
164,2871.77
165,871.6283333333333
166,862.9416666666667
167,4870.713333333333
