id,price
0,6417.446666666667
1,1761.4933333333333
2,14355.836666666666
3,6104.0
4,1948.0016666666668
5,2795.3433333333332
6,2092.2266666666665
7,2061.455
8,4924.346666666666
9,11111.345
10,4839.98
11,734.005
12,1458.775
13,5101.421666666667
14,1341.4633333333334
15,5374.855
16,2745.0133333333333
17,7066.876666666667
18,1290.58
19,4944.908333333334
20,806.3466666666667
21,7551.411666666667
22,772.075
23,6482.44
24,7883.516666666666
25,6190.983333333334
26,6503.635
27,1245.12
28,2388.0933333333332
29,13039.685
30,1058.8516666666667
31,6065.105
32,8111.05
33,6727.58
34,1630.79
35,1992.0183333333334
36,755.3066666666666
37,2682.3316666666665
38,15162.69
39,607.4266666666666
40,849.825
41,6490.6466666666665
42,2596.7933333333335
43,7030.361666666667
44,2723.015
45,1435.36
46,6242.348333333333
47,6488.758333333333
48,4611.123333333333
49,1819.6016666666667
50,604.2816666666666
51,770.7433333333333
52,779.8766666666667
53,2663.2466666666664
54,6397.446666666667
55,782.99
56,4878.96
57,2623.5933333333332
58,1907.635
59,791.7616666666667
60,7380.453333333333
61,7156.4783333333335
62,1981.2816666666668
63,3905.9683333333332
64,4046.79
65,7276.221666666666
66,2471.0466666666666
67,3157.608333333333
68,869.765
69,822.8116666666666
70,3644.616666666667
71,4517.67
72,2151.275
73,6415.41
74,2863.673333333333
75,15796.613333333333
76,15811.688333333334
77,13741.946666666667
78,805.6066666666667
79,9234.27
80,3489.0383333333334
81,6593.32
82,6740.955
83,5746.266666666666
84,7872.21
85,9096.201666666666
86,1876.695
87,10330.491666666667
88,887.5316666666666
89,1657.5483333333334
90,14265.291666666666
91,5426.658333333334
92,1822.3266666666666
93,882.2566666666667
94,2639.32
95,925.9083333333333
96,904.83
97,3704.735
98,927.715
99,9626.57
100,826.6466666666666
101,2439.9766666666665
102,3999.385
103,988.0383333333333
104,6602.9766666666665
105,741.2433333333333
106,10383.523333333333
107,733.35
108,745.825
109,5019.1033333333335
110,3889.508333333333
111,4728.715
112,1130.155
113,1044.9616666666666
114,3489.37
115,5197.94
116,11055.736666666666
117,1153.1733333333334
118,939.2683333333333
119,779.2283333333334
120,749.1616666666666
121,6706.41
122,732.6166666666667
123,4567.516666666666
124,9538.926666666666
125,1108.185
126,1504.805
127,2665.57
128,1507.5716666666667
129,4753.171666666667
130,2341.105
131,2641.145
132,820.12
133,766.505
134,805.3666666666667
135,2732.9333333333334
136,623.3416666666667
137,2491.7316666666666
138,6638.64
139,2885.2683333333334
140,705.6116666666667
141,10600.416666666666
142,1407.3
143,13942.326666666666
144,6548.883333333333
145,860.4866666666667
146,1717.1316666666667
147,12762.248333333333
148,7550.68
149,4938.935
150,4145.87
151,6209.155
152,889.8116666666666
153,2737.705
154,4525.9366666666665
155,4879.341666666666
156,7214.126666666667
157,12310.84
158,1735.3033333333333
159,11291.53
160,2730.366666666667
161,4713.706666666667
162,635.4733333333334
163,5321.806666666666
164,3277.6233333333334
165,889.47
166,855.315
167,5113.433333333333
168,4224.71
169,13488.028333333334
170,10653.335
171,9297.306666666667
172,2749.766666666667
173,10914.268333333333
174,762.5866666666667
175,1047.515
176,978.5566666666666
177,791.8366666666667
178,1412.765
179,6709.401666666667
180,1116.155
181,2251.095
182,2387.51
183,675.995
184,4497.873333333333
185,719.4083333333333
186,4937.045
187,6872.915
188,6445.433333333333
189,14736.936666666666
190,8626.681666666667
191,3918.8033333333333
192,2461.39
193,809.92
194,5133.91
195,9656.76
196,4344.588333333333
197,6173.058333333333
198,3208.715
199,5665.981666666667
200,1041.315
201,1006.7433333333333
202,1045.1283333333333
203,5227.02
204,6593.741666666667
205,8012.006666666667
206,1211.135
207,2031.14
208,6849.121666666667
209,5261.806666666666
210,672.6466666666666
211,4808.356666666667
212,2684.5333333333333
213,1778.8933333333334
214,1203.7633333333333
215,11271.373333333333
216,1188.19
217,5151.91
218,8587.47
219,643.2733333333333
220,1804.5316666666668
221,2318.858333333333
222,4740.075
223,1264.59
224,911.3233333333334
225,924.8583333333333
226,2923.935
227,6116.118333333333
228,1014.8266666666667
229,831.285
230,5138.873333333333
231,5244.81
232,8091.341666666666
233,976.0266666666666
234,1005.5383333333333
235,3003.2816666666668
236,960.13
237,2365.056666666667
238,7150.816666666667
239,1820.0866666666666
240,668.7166666666667
241,2368.4933333333333
242,15678.69
243,683.7483333333333
244,1461.1916666666666
245,1701.4433333333334
246,2287.22
247,1006.4616666666667
248,9633.748333333333
249,850.75
250,1611.285
251,1608.7216666666666
252,1012.9416666666667
253,973.045
254,836.1766666666666
255,849.42
256,9862.455
257,1056.4383333333333
258,694.7866666666666
259,9510.666666666666
260,773.19
261,7121.736666666667
262,8409.911666666667
263,6348.166666666667
264,2353.555
265,11449.758333333333
266,5768.393333333333
267,3831.3016666666667
268,702.145
269,2159.4183333333335
270,1128.8616666666667
271,6198.85
272,4465.803333333333
273,742.9016666666666
274,9481.408333333333
275,596.9733333333334
276,1246.2883333333334
277,4411.336666666667
278,1018.7183333333334
279,2736.1483333333335
280,1214.42
281,9377.3
282,2123.4616666666666
283,8316.193333333333
284,689.1833333333333
285,5335.261666666666
286,7390.821666666667
287,2988.5516666666667
288,1131.625
289,1562.7
290,1307.995
291,7065.87
292,1472.0866666666666
293,8876.695
294,665.925
295,8300.636666666667
296,2864.235
297,1552.895
298,1253.5283333333334
299,4873.508333333333
300,9333.068333333333
301,1673.2
302,2623.815
303,4976.051666666666
304,7788.935
305,2261.335
306,824.8033333333333
307,664.9933333333333
308,1195.8733333333332
309,7703.863333333334
310,1563.6566666666668
311,5375.448333333334
312,12290.25
313,1379.3733333333332
314,5728.988333333334
315,6523.658333333334
316,1087.7466666666667
317,8281.04
318,7806.443333333334
319,2750.266666666667
320,1365.0033333333333
321,2955.07
322,1074.185
323,688.545
324,719.7883333333333
325,5722.91
326,736.2033333333334
327,669.1333333333333
328,2988.44
329,2744.0216666666665
330,12447.231666666667
331,2501.826666666667
332,1512.03
333,691.4616666666667
334,7441.045
335,3341.7116666666666
336,5668.67
337,635.51
338,762.4066666666666
339,9972.485
340,870.67
341,738.9116666666666
342,953.86
343,1724.9716666666666
344,976.6633333333333
345,2751.435
346,1729.1333333333334
347,4637.988333333334
348,5527.57
349,2511.9366666666665
350,670.0766666666667
351,1712.9333333333334
352,7338.57
353,1367.7883333333334
354,792.2866666666666
355,10097.255
356,6358.645
357,1002.8366666666667
358,818.335
359,13403.87
360,2708.278333333333
361,6866.173333333333
362,2102.3933333333334
363,3220.2916666666665
364,13177.911666666667
365,753.69
366,5558.371666666667
367,1531.6966666666667
368,3442.5233333333335
369,8868.188333333334
370,8654.865
371,2192.9883333333332
372,859.2133333333334
373,1855.91
374,8057.525
375,8838.628333333334
376,2857.1266666666666
377,2021.8333333333333
378,5482.6866666666665
379,7692.615
380,1316.055
381,2268.0666666666666
